歌手：Mylène Farmer,所属专辑：Monkey Me (Remixes),Monkey Me,27879558,1719,[1488, 861, 789, 663, 512, 458, 439, 316, 296, 275, 193, 140, 122, 100, 74]
歌手：吸引力合唱组,所属专辑：西游记 央视动画片主题曲,一个师傅仨徒弟,199768,31662,[57243, 38724, 35581, 30407, 18487, 17823, 13820, 10804, 10442, 7669, 4716, 4023, 3891, 2700, 1515]
歌手：Las Escarlatinas,所属专辑：Al Galope,Seguir,2925364,1431,[3907, 1311, 372, 220, 153, 107, 41]
歌手：Vitamin String Quartet,所属专辑：VSQ Performs the Hits of 2013, Volume 1,My Songs Know What You Did in the Dark (Light Em Up) [String,27651137,4651,[15401, 6348, 4944, 3185, 2357, 2125, 1872, 1849, 1478, 905, 798, 262, 104, 87, 66]
歌手：Sophie Zelmani,所属专辑：Decade of dreams 1995-2005,Going Home (Album Version),3404770,13958,[13512, 9659, 5843, 4596, 3529, 2917, 2646, 2349, 1543, 1500, 910, 782, 532, 400, 387]
歌手：ABV,所属专辑：苏荷酒吧,SARVAR,25862800,12848,[8879, 8452, 7094, 6897, 5404, 4411, 3742, 1818, 1344, 942, 781, 432, 370, 360, 336]
歌手：Gullia,所属专辑：苏荷酒吧,Oops J'Aime Pas L'Anglais !,25862796,12449,[35669, 18768, 12968, 7016, 6250, 4621, 3690, 2597, 1403, 828, 440, 162, 160, 146, 135]
歌手：张国荣,所属专辑：张国荣告别乐坛演唱会,当年情(Live),188451,11235,[18441, 15899, 10596, 7871, 7583, 5305, 4649, 3138, 3135, 2516, 2249, 2015, 1756, 1716, 1429]
歌手：刘青云,所属专辑：一个聚会 香港电影金像奖纪念专辑,当年情,28838552,1788,[4324, 2873, 1742, 1180, 842, 678, 553, 486, 315, 276, 190, 146, 133, 132, 123]
歌手：梅艳芳,所属专辑：Anita Classic Moment(Live),夕阳之歌(Live),276225,20824,[41616, 27938, 18409, 16296, 12316, 9896, 7882, 6818, 6427, 6307, 4379, 3308, 2982, 2220, 1629]
歌手：Kenny G / Robin Thicke,所属专辑：Heart And Soul,Fall Again,18940303,3539,[9913, 2975, 1568, 1073, 830, 724, 518, 201, 159, 101, 39, 37, 21, 20, 17]
歌手：张学友 / 梅艳芳,所属专辑：他在那里,相爱很难,188278,4827,[6976, 3944, 2106, 2089, 1553, 1026, 1018, 980, 745, 561, 547, 508, 464, 445, 305]
歌手：Kenny G,所属专辑：Heart And Soul,Heart And Soul,18940301,2838,[2370, 2292, 1528, 1426, 760, 538, 536, 455, 431, 368, 359, 174, 97, 61, 26]
歌手：Queensberry,所属专辑：Queensberry, Vol. 1,Sorry,4259981,2373,[2817, 1840, 1624, 801, 664, 642, 439, 305, 197, 180, 140, 30, 26, 26]
歌手：S.H.E,所属专辑：你曾是少年,你曾是少年,426027293,92589,[164677, 127868, 57399, 43387, 35464, 29533, 25914, 24305, 20520, 19639, 17828, 13837, 13490, 12780, 12607]
歌手：Blue,所属专辑：One Love,One Love,16858394,8284,[11214, 10376, 6681, 3379, 3153, 2674, 2450, 1837, 1603, 1094, 724, 696, 547, 540, 510]
歌手：Lovebugs,所属专辑：Naked,Bitter Moon,4153015,1148,[706, 486, 409, 332, 174, 93, 62, 39, 24, 16, 14, 12]
歌手：Lovebugs,所属专辑：Land Ho!,When It Rains It Pours,433018454,1105,[927, 340, 184, 121, 17, 17]
歌手：Lovebugs,所属专辑：Only Forever - the Best of Lovebugs,Everybody Knows I Love You (Radio Edit),29437944,20597,[35010, 34020, 17773, 17590, 10497, 8686, 7666, 6833, 6774, 3667, 2958, 2635, 2269, 1659, 1112]
歌手：Lovebugs,所属专辑：Naked,Everybody Knows I Love You,4152989,21418,[45773, 23700, 17973, 11648, 10875, 8736, 7151, 5937, 4941, 3655, 3107, 2852, 2581, 1877, 1813]
歌手：孙燕姿,所属专辑：是时候,明天的记忆,286965,3057,[2958, 1921, 1856, 818, 698, 473, 316, 243, 197, 194, 116, 114, 113, 88, 83]
歌手：张学友,所属专辑：只愿一生爱一人,夕阳醉了,190808,7585,[10830, 6350, 5508, 3814, 3540, 2487, 2111, 1737, 1682, 1402, 1230, 739, 459, 325, 312]
歌手：Pascal Letoublon,所属专辑：Friendships,Friendships (Original Mix),505449407,117294,[275340, 160044, 136238, 132887, 86731, 68161, 65816, 50442, 50332, 32837, 27317, 23925, 18285, 15080, 5470]
歌手：Jean-Francois Maurice,所属专辑：28º À L'Ombre,28º À L'Ombre,1606883,4126,[2977, 1811, 1108, 1010, 944, 692, 545, 480, 318, 270, 169, 167, 146, 139, 130]
歌手：Marc Lavoine / Quynh Anh,所属专辑：Les Duos De Marc,J'Espère,21170046,2386,[3023, 1648, 1025, 948, 542, 493, 373, 244, 178, 129, 98, 92, 56, 23, 10]
歌手：Son Tung,所属专辑：最新热歌慢摇68,Nang Am Xa Dan,28626095,1262,[504, 345, 270, 107, 81, 64, 44, 19, 14, 13, 11]
歌手：Dana Winner,所属专辑：Unforgettable,Woman In Love,17304654,2047,[799, 426, 287, 163, 87, 46, 30, 29, 27, 26, 24, 22, 20, 16, 11]
歌手：Crazy Frog,所属专辑：Best of Crazy Hits,How Do You Do ?,17088607,4184,[10685, 5202, 3760, 2382, 1634, 1336, 1301, 1022, 800, 670, 585, 347, 130, 56, 53]
歌手：Lost Frequencies,所属专辑：Are You With Me,Are You With Me,29806043,38821,[211465, 119478, 65030, 29940, 16252, 11069, 10856, 9303, 8362, 8144, 5583, 4207, 2575, 2571, 2424]
歌手：王菲,所属专辑：将爱,乘客,299258,12130,[21282, 11867, 8363, 4331, 3749, 3221, 2834, 2293, 1756, 1347, 1294, 1196, 1137, 1023, 1019]
歌手：梁静茹,所属专辑：情歌没有告诉你,慢慢来比较快,254097,3194,[3372, 2486, 1130, 938, 814, 780, 674, 376, 326, 324, 269, 236, 228, 145, 131]
歌手：Nicoleta Matei,所属专辑：Love Mail,Love mail,3203393,13069,[28199, 7164, 6921, 4189, 3948, 3632, 2632, 2495, 1834, 1618, 1297, 926, 319, 195, 123]
