/m/song?id=499793640,衛星カフェテラス,Unnamed: 2
/m/song?id=5256469,大哥,
/m/song?id=28391391,男人信什么,
/m/song?id=30432204,谁明浪子心 (Live),
/m/song?id=30432207,情人 (Live),
/m/song?id=30432208,无心睡眠 (Live),
/m/song?id=30432211,我愿意 (Live),
/m/song?id=30432217,Lonely (Live),
/m/song?id=30432222,爱不完 (Live),
/m/song?id=30432226,我为何让你走 (Live),
/m/song?id=30432231,爱与痛的边缘 (Live),
/m/song?id=30432232,爱如潮水 (Live),
/m/song?id=30432237,默契 (Live),
/m/song?id=29764618,错过你,
/m/song?id=29764619,八九十,
/m/song?id=29764620,You're Always Everything To Me,
/m/song?id=29764622,激光中,
/m/song?id=29764623,You Go I Go,
/m/song?id=1317377410,點解炒撚我,
/m/song?id=1367183162,牙齿当金使,
/m/song?id=1350621647,思域大战雅马哈（YAMAHA）,
/m/song?id=1340459964,雅马哈（YAMAHA）,
/m/song?id=1304643627,銀河系,
/m/song?id=1357548762,No Stress,
/m/song?id=1357548007,Broke Ass,
/m/song?id=1304644617,金星,
/m/song?id=1304644623,冥王星,
/m/song?id=1304644615,富林太空站,
/m/song?id=1304643631,星球大戰,
/m/song?id=1357548764,Genghis Khanwo,
/m/song?id=1341785640,Bout To Go (Freestyle),
/m/song?id=1307590879,Back In The Day,
/m/song?id=1348580097,潮共,
/m/song?id=1341538040,点解咁撚肥,
/m/song?id=517665135,一丿(YAT PIT),
/m/song?id=1295249359,喜愛射毛,
/m/song?id=864644278,粤语 Rap (Interlude),
/m/song?id=500538204,我的Hip Hop,
/m/song?id=449431879,顶 (Damn) [Prod.by Guzz],
/m/song?id=1302090546,四眼仔,
/m/song?id=514362783,保持正面,
/m/song?id=524148726,地下战役,
/m/song?id=79370,忍唔住要,
/m/song?id=531040073,中华小当家 (Feat.Ratonmi,BohanPhoenix)
/m/song?id=482536881,Run With Rythem,
/m/song?id=138947,饮啖茶,
/m/song?id=486111543,7538(Me U-Remix),
/m/song?id=137405,Rapper,
/m/song?id=138922,真正 Hip-Hop,
/m/song?id=864644278,粤语 Rap (Interlude),
/m/song?id=536099164,纵横四海,
/m/song?id=489998641,,
/m/song?id=490675663,FOTAN LAIKI - 超級火炭麗琪 (ft. N.O.L.Y ,大埔奶其 Taipolaikei
/m/song?id=522528049,周生生,
/m/song?id=464009547,望穿抽水,
/m/song?id=517665135,一丿(YAT PIT),
/m/song?id=540401334,獅子麒麟鳳 Shiji Keilun Fung,
/m/song?id=482699518,FOTAN LAIKI - 火炭麗琪 ft. YoungQueenz,
/m/song?id=504110320,季前赛 (Intro),
/m/song?id=1339786300,旧学校 Part.2,
/m/song?id=407441570,7 讲者第六人,
/m/song?id=29023978,新界朋友…,
/m/song?id=28908053,不是兄弟,
/m/song?id=448916727,The Life,
/m/song?id=347432,Takeover,
/m/song?id=471291389,陈冠希-陈冠希 - 战争（DJ Mr Felix Remix Bpm90）（Dj Felix Remix）,
/m/song?id=414586430,东方快车,
/m/song?id=414670343,宇宙牛郎,
/m/song?id=65729,谣言,
/m/song?id=33469592,天外有天,
/m/song?id=1359554436,屈机,
/m/song?id=556207204,Alien Girl,
/m/song?id=414670347,超时空,
/m/song?id=1339632013,无用之人,
/m/song?id=1336871770,I Know,
/m/song?id=536622926,早班火车,
/m/song?id=555371362,出发,
/m/song?id=452678338,达摩流浪者,
/m/song?id=210089,依恋,
/m/song?id=28668855,恋人心,
/m/song?id=247516,相思垢,
/m/song?id=276269,女人花,
/m/song?id=306940,找到天使了,
/m/song?id=254037,爱久见人心,
/m/song?id=287719,开始懂了,
/m/song?id=307057,类似爱情,
/m/song?id=531295576,最美的期待,
/m/song?id=1345848098,绿色,
/m/song?id=210042,说爱你,
/m/song?id=298838,传奇,
/m/song?id=1331819951,像鱼,
/m/song?id=26402069,上心,
/m/song?id=286980,雨天,
/m/song?id=28285912,爱呀,
/m/song?id=4873594,迷宫,
/m/song?id=421423806,小半,
/m/song?id=287035,遇见,
/m/song?id=864513648,偶遇,
/m/song?id=276035,爱一点,
/m/song?id=255907,胆小鬼,
/m/song?id=299601,笑忘书,
/m/song?id=399353833,好想你,
/m/song?id=308353,钟无艳,
/m/song?id=306907,我绝对不说我爱你,
/m/song?id=299075,我愿意,
/m/song?id=153708,捕风的汉子(Live),
/m/song?id=153381,我爱大自然(Live),
/m/song?id=153383,爱在阳光空气中(Live),
/m/song?id=153375,一个永远不好的伤口(Live),
/m/song?id=4871659,,
/m/song?id=153752,爱.极爱(Live),
/m/song?id=25822945,恋足100分,
/m/song?id=153790,爱莫能助,
/m/song?id=194085,,
/m/song?id=32288115,Medley – 墙上的肖像 / 我没法相信 (Live),
/m/song?id=151920,凌晨一吻 (Live),
/m/song?id=154831,玩出火(Live),
/m/song?id=152617,世界停顿(Live),
/m/song?id=154790,魔鬼之女(Live),
/m/song?id=32705295,刺客,
/m/song?id=4871713,午夜骑士,
/m/song?id=225852,爱人女神,
/m/song?id=172325,,
/m/song?id=152398,,
/m/song?id=172177,夜夜念奴娇,
/m/song?id=172454,等玉人,
/m/song?id=171188,哭泣风雨间,
/m/song?id=172398,知音梦里寻,
/m/song?id=169294,,
/m/song?id=171944,偷心的人,
/m/song?id=154835,爱念(Live),
/m/song?id=152404,在乎,
/m/song?id=4871651,无边的思忆,
/m/song?id=172448,,
/m/song?id=172410,天才与白痴,
/m/song?id=188278,,
/m/song?id=485992562,光辉岁月,
/m/song?id=158886,,
/m/song?id=140114,可知我认真,
/m/song?id=29572365,用余生去爱,
/m/song?id=115969,丝丝雨线,
/m/song?id=115965,告别忧郁,
/m/song?id=115989,雪女,
/m/song?id=115841,此情此境,
/m/song?id=192643,天长地久,
/m/song?id=158859,梦醒的我,
/m/song?id=67776,最后一班渡轮,
/m/song?id=4871814,那次到海边,
/m/song?id=171122,急流勇退,
/m/song?id=114350,追忆+单车+空凳,
/m/song?id=115684,千枝针刺在心,
/m/song?id=115948,天地,
/m/song?id=114345,,
/m/song?id=116706,雨点,
/m/song?id=94841,焚情,
/m/song?id=66282,浮夸,
/m/song?id=349079,失恋,
/m/song?id=110788,情深缘浅,
/m/song?id=189635,幻想(Live),
/m/song?id=115675,旧居中的钢琴,
/m/song?id=383661,欠,
/m/song?id=69728,永远最爱你是谁,
/m/song?id=83875,一生情不绝,
/m/song?id=93705,每当变幻时,
/m/song?id=194465,,
/m/song?id=514761267,蓝色Monday,
/m/song?id=531777549,朋友 (“爱与罪” Final Demo),
/m/song?id=27483316,Funny Jealousy,
/m/song?id=572874066,自由 (“钻石人生”  Demo Lyrics),
/m/song?id=25951018,你的女人,
/m/song?id=479441553,3AM (Demo Version),
/m/song?id=493581459,差半步,
/m/song?id=412573146,,
/m/song?id=30432211,我愿意 (Live),
/m/song?id=514158933,想像空间,
/m/song?id=514774247,不欠我什么,
/m/song?id=27907158,星月下的祈祷,
/m/song?id=534544869,多少年,
/m/song?id=297482,,
/m/song?id=547379430,生涯规划,
/m/song?id=463352364,若 (Live),
/m/song?id=463352358,认 (Live),
/m/song?id=28391671,错过你,
/m/song?id=25657576,难为自己,
/m/song?id=5256495,Get Out,
/m/song?id=26524411,不可一世(X'mas version),
/m/song?id=26039330,The Christmas Tunes,
/m/song?id=26348082,Please,
/m/song?id=25657575,我们的故事,
/m/song?id=28923346,八九十,
/m/song?id=25951020,积雪,
/m/song?id=493449866,不加思索,
/m/song?id=493449865,乌托邦,
/m/song?id=493581460,验伤,
/m/song?id=514765266,我爱的人,
/m/song?id=307937,临崖勒马,
/m/song?id=34338902,容我自救,
/m/song?id=298270,海枯石烂,
/m/song?id=25640674,到此为止,
/m/song?id=298274,不远不近,
/m/song?id=234062,等一个他,
/m/song?id=67292,喜欢恋爱,
/m/song?id=280389,不只爱情,
/m/song?id=36569471,有人共鸣,
/m/song?id=254705,狠心爱我,
